step time id x y targetId sourceId
1 0.0 41 18.53340632923349 3.4000000000000004 2 -1
1 0.0 42 18.480538340333045 2.7594142676692517 2 -1
1 0.0 43 18.55 1.5141479525952524 2 -1
1 0.0 44 18.382678469484546 2.1275542543038712 2 -1
1 0.0 45 18.459729438492182 2.4331694483973862 2 -1
1 0.0 46 19.53679130140735 2.370521683390162 2 -1
1 0.0 47 19.544007054747432 3.2928589851706747 2 -1
1 0.0 48 19.65 1.5479583343085004 2 -1
1 0.0 49 19.453208794253538 3.0961652480446364 2 -1
1 0.0 50 19.496207644287598 1.890397835240992 2 -1
1 0.0 51 19.25 2.1880779613716475 2 -1
1 0.0 52 19.239383587681484 1.7709353416219988 2 -1
1 0.0 53 19.25 2.5025312889004505 2 -1
1 0.0 54 19.245743624865792 1.4820270435207292 2 -1
1 0.0 55 19.135968534654545 3.4000000000000004 2 -1
1 0.0 56 20.35 2.7838929083088484 2 -1
1 0.0 57 20.17659419356852 1.9607436708955348 2 -1
1 0.0 58 20.17874269715977 3.3100677598049195 2 -1
1 0.0 59 20.23506280567549 1.2900088423681095 2 -1
1 0.0 60 20.179289486601807 3.0148752942550026 2 -1
1 0.0 61 9.44525991928243 6.924261737221999 2 -1
1 0.0 62 9.348938275396097 7.64216443147413 2 -1
1 0.0 63 9.55 8.7 2 -1
1 0.0 64 9.338990075839485 6.798362547278714 2 -1
1 0.0 65 9.506505720092107 8.147120313689957 2 -1
1 0.0 66 10.867564638577877 6.64937516589684 2 -1
1 0.0 67 10.980190987878848 7.635925222863968 2 -1
1 0.0 68 10.808229595673478 8.370140530377862 2 -1
1 0.0 69 10.979682370178725 7.4043332362081475 2 -1
1 0.0 70 11.05 7.852694932343355 2 -1
1 0.0 71 10.292184691629247 7.695752214405691 2 -1
1 0.0 72 10.45 8.112700827795083 2 -1
1 0.0 73 10.218816463202069 7.419208750270217 2 -1
1 0.0 74 10.209427760148522 8.35479422110843 2 -1
1 0.0 75 10.366762611427996 8.533477157707313 2 -1
1 0.0 76 11.765429878175956 8.2917188161855 2 -1
1 0.0 77 11.95 7.028955208229576 2 -1
1 0.0 78 11.935850293969452 8.543547624902665 2 -1
1 0.0 79 11.95 7.769100353944031 2 -1
1 0.0 80 11.71206047727974 7.277421038167477 2 -1
2 0.4 1 8.33642317595274 0.7563256470801566 2 -1
2 0.4 2 8.2368978564474 3.594071126285791 2 -1
2 0.4 3 7.410033457377699 2.4762222553964093 2 -1
2 0.4 4 7.816113344555974 3.7996042706851245 2 -1
2 0.4 5 7.509834381673139 1.8792343345716924 2 -1
2 0.4 6 7.046728907018778 1.9547464825205048 2 -1
2 0.4 7 6.964110419063376 3.368742037900437 2 -1
2 0.4 8 6.808507762931276 1.480905057034345 2 -1
2 0.4 9 6.806018178132663 2.3486015594668483 2 -1
2 0.4 10 6.971736633330173 2.8905056033885717 2 -1
2 0.4 11 9.200595375757839 0.6813184280995946 2 -1
2 0.4 12 8.668840194810288 3.699125073302623 2 -1
2 0.4 13 8.26514759812975 1.5067478415349747 2 -1
2 0.4 15 8.946322694442353 3.618570113552226 2 -1
2 0.4 16 10.055401805100391 1.585839021510596 2 -1
2 0.4 17 9.533060150583516 2.1500975254476966 2 -1
2 0.4 18 9.783513836557665 3.429324158458682 2 -1
2 0.4 19 9.091629782984922 4.074601271361738 2 -1
2 0.4 20 10.019528063470165 2.94465117103303 2 -1
2 0.4 21 13.050173286415287 2.9776332594590045 2 -1
2 0.4 22 12.992950227815205 3.537961349668156 2 -1
2 0.4 23 13.084243836855284 2.0410110080606585 2 -1
2 0.4 24 13.655251213388883 0.723428436832413 2 -1
2 0.4 25 13.234393927983831 1.4916245632244332 2 -1
2 0.4 26 14.473441396342366 2.4755088524300404 2 -1
2 0.4 27 15.133424162630101 3.7934357264555665 2 -1
2 0.4 28 14.509393632551706 3.1453305333187083 2 -1
2 0.4 29 14.623279557560158 3.858611643691243 2 -1
2 0.4 30 14.319511211582148 3.505532247838961 2 -1
2 0.4 31 16.2741037944134 2.5214078296019 2 -1
2 0.4 32 15.671465530994682 0.7900836126807155 2 -1
2 0.4 33 15.81659013187034 3.8200925356788087 2 -1
2 0.4 34 16.221939358344457 2.076697268923315 2 -1
2 0.4 35 16.280351237224412 2.9638508026610397 2 -1
2 0.4 36 15.776899160203563 1.6530967305683233 2 -1
2 0.4 37 14.866138239444911 3.4953352325958607 2 -1
2 0.4 39 15.352358095025586 3.477814322593833 2 -1
2 0.4 40 15.78124335164434 2.0942866635256605 2 -1
2 0.4 41 17.845791047838443 3.8743494102963747 2 -1
2 0.4 42 17.868424145024324 3.29099849957904 2 -1
2 0.4 43 17.934214800042 1.850904592233569 2 -1
2 0.4 44 17.634403976724112 2.2081254043104965 2 -1
2 0.4 45 17.756556398231176 2.7381173296134182 2 -1
2 0.4 46 20.35649138335429 2.4048420895917926 2 -1
2 0.4 47 20.31625380978458 2.9999253318092354 2 -1
2 0.4 48 19.373106803089367 0.7801126285791044 2 -1
2 0.4 49 19.211948339344914 3.881734911887108 2 -1
2 0.4 50 20.23375910599581 1.973683952397954 2 -1
2 0.4 51 19.002540514404927 2.995048767729927 2 -1
2 0.4 52 19.070334906880042 2.5391037940726373 2 -1
2 0.4 53 19.05102117096952 3.2005979632915964 2 -1
2 0.4 54 18.841231518731828 0.7841988107339684 2 -1
2 0.4 55 18.60841492807312 3.9264058955270515 2 -1
2 0.4 56 20.478162383380415 3.600448580793433 2 -1
2 0.4 57 20.783576090932545 2.311534002056396 2 -1
2 0.4 58 20.080792106033446 4.145786495396616 2 -1
2 0.4 59 19.690578710128435 0.7937108642780926 2 -1
2 0.4 60 19.899175704667265 3.737116681607549 2 -1
2 0.4 61 8.664327415059283 6.865881113190796 2 -1
2 0.4 62 8.520840773559613 7.646917592490898 2 -1
2 0.4 63 8.792680347704247 8.671346034717425 2 -1
2 0.4 64 8.811827745209662 6.297613193535965 2 -1
2 0.4 65 8.732019012736181 7.999674054317595 2 -1
2 0.4 66 10.282721646262795 6.070448695723213 2 -1
2 0.4 68 10.18583727147555 8.792040287685905 2 -1
2 0.4 69 11.779976194211493 7.461954818674207 2 -1
2 0.4 70 10.311742767766706 8.111257592726181 2 -1
2 0.4 72 10.344260905999779 7.34565499272428 2 -1
2 0.4 73 10.246625737376695 6.606357615209087 2 -1
2 0.4 74 9.462083955949945 8.65845280769939 2 -1
2 0.4 75 10.295567463152326 9.327686887200114 2 -1
2 0.4 76 12.506634208047425 8.543461549057616 2 -1
2 0.4 77 12.060314314992423 6.274611123701824 2 -1
2 0.4 78 12.529345250128143 8.025195827624877 2 -1
2 0.4 79 12.498868469620147 7.1737325810108645 2 -1
2 0.4 80 11.706292074166063 6.539662823970466 2 -1
4 1.2000000000000002 2 7.480691882255216 3.484871302428687 2 -1
4 1.2000000000000002 3 6.569113875527967 2.589458956108226 2 -1
4 1.2000000000000002 4 7.026093140788731 3.721692270632165 2 -1
4 1.2000000000000002 6 6.383672830272143 1.8421059667172488 2 -1
4 1.2000000000000002 7 6.233622005636762 3.3415379197711377 2 -1
4 1.2000000000000002 8 5.992632633314322 1.3544843824640194 2 -1
4 1.2000000000000002 9 6.004132578059318 2.3677963827747055 2 -1
4 1.2000000000000002 10 6.179142006226294 2.8525236247898667 2 -1
4 1.2000000000000002 12 8.220562245771676 4.342953970784955 2 -1
4 1.2000000000000002 13 7.503602734867117 1.4963447286597271 2 -1
4 1.2000000000000002 14 9.482880207674377 2.62469162096927 2 -1
4 1.2000000000000002 15 8.794965376604303 4.395760985048655 2 -1
4 1.2000000000000002 17 9.676305506666552 1.4157095450417692 2 -1
4 1.2000000000000002 18 9.01296163308231 3.6283929720802512 2 -1
4 1.2000000000000002 19 8.335314456423353 3.7673206731415423 2 -1
4 1.2000000000000002 21 12.29446672794065 3.1498328464027496 2 -1
4 1.2000000000000002 22 12.230368877286372 3.7221514853900026 2 -1
4 1.2000000000000002 23 12.333689462313494 2.135888539218536 2 -1
4 1.2000000000000002 24 12.886069735122348 0.7830554793957506 2 -1
4 1.2000000000000002 25 12.489445129431765 1.5490512825927416 2 -1
4 1.2000000000000002 26 13.751413132905189 2.397210095002371 2 -1
4 1.2000000000000002 27 14.431878888722679 3.490993176472847 2 -1
4 1.2000000000000002 28 13.877939340260628 3.499681383090603 2 -1
4 1.2000000000000002 29 13.99592774693879 4.340627720559447 2 -1
4 1.2000000000000002 30 13.723643167694654 3.9438592050061785 2 -1
4 1.2000000000000002 31 16.106929442636773 3.3203584835036515 2 -1
4 1.2000000000000002 33 14.989690167577589 3.6993703386696617 2 -1
4 1.2000000000000002 35 15.830111015677838 2.3470431330267676 2 -1
4 1.2000000000000002 37 15.04476756640564 4.202606771925396 2 -1
4 1.2000000000000002 38 14.90873429099885 2.5698601870909394 2 -1
4 1.2000000000000002 39 15.561608956686099 4.201033067391622 2 -1
4 1.2000000000000002 40 15.775477839143093 2.8449964437043844 2 -1
4 1.2000000000000002 41 17.033075353739918 4.0675211960790305 2 -1
4 1.2000000000000002 42 17.093419535059 3.528976309985926 2 -1
4 1.2000000000000002 43 17.23577220689169 1.9200015596147464 2 -1
4 1.2000000000000002 44 16.925522866403494 2.4608980257707413 2 -1
4 1.2000000000000002 45 17.024708434852894 2.9658103099775803 2 -1
4 1.2000000000000002 47 19.821785990703535 3.6614967579079747 2 -1
4 1.2000000000000002 49 18.39852097501339 3.7648493832321197 2 -1
4 1.2000000000000002 50 20.894016849991843 2.312768672596713 2 -1
4 1.2000000000000002 51 19.06879638663694 3.8365047907758636 2 -1
4 1.2000000000000002 52 18.285276105669304 2.490700215045098 2 -1
4 1.2000000000000002 53 18.325479543626177 3.222484107077735 2 -1
4 1.2000000000000002 55 18.100293198494665 4.471592361420053 2 -1
4 1.2000000000000002 57 20.854914392543666 3.0089519018028974 2 -1
4 1.2000000000000002 58 19.49495238216173 4.749783135498938 2 -1
4 1.2000000000000002 59 20.423885624459835 0.7227490241547199 2 -1
4 1.2000000000000002 60 19.37341967200085 4.3060428161359905 2 -1
4 1.2000000000000002 61 7.882629825236749 6.912921005624215 2 -1
4 1.2000000000000002 62 7.713720387243322 7.4616482019264545 2 -1
4 1.2000000000000002 63 8.035482381525137 8.703053218351378 2 -1
4 1.2000000000000002 64 8.0850981461271 6.320287582748173 2 -1
4 1.2000000000000002 65 7.954324703287479 8.129140730821748 2 -1
4 1.2000000000000002 66 9.475379007211574 5.911090461867648 2 -1
4 1.2000000000000002 67 10.316779381683665 7.182164244872397 2 -1
4 1.2000000000000002 68 9.642137346832053 9.311426466150195 2 -1
4 1.2000000000000002 69 11.833132137315644 6.661351985014725 2 -1
4 1.2000000000000002 72 10.668698084932496 6.642604079898167 2 -1
4 1.2000000000000002 73 9.433927088704298 6.574400926607995 2 -1
4 1.2000000000000002 74 8.661542604762616 8.75777472835936 2 -1
4 1.2000000000000002 76 13.003475020544903 7.9385586897397085 2 -1
4 1.2000000000000002 77 11.304289716178317 6.17647320064335 2 -1
4 1.2000000000000002 78 13.095526479738432 7.477141392405253 2 -1
4 1.2000000000000002 79 12.25289120421831 6.402231079459509 2 -1
4 1.2000000000000002 80 10.97065361845261 6.595845735653399 2 -1
5 1.6 2 6.764816216046422 3.2178617380597516 2 -1
5 1.6 4 6.232269608486353 3.728504148175245 2 -1
5 1.6 5 6.763995036198277 1.7948053202134129 2 -1
5 1.6 6 5.711154527524338 1.8350081374523208 2 -1
5 1.6 7 5.511151941835225 3.4528500624345875 2 -1
5 1.6 9 5.204866085323827 2.300253578294019 2 -1
5 1.6 10 5.3927906064334605 2.9588267275482614 2 -1
5 1.6 12 7.4369971998309765 4.304294074153821 2 -1
5 1.6 13 7.17661954960217 2.1841970384422753 2 -1
5 1.6 14 9.669511718324486 3.3213205781296455 2 -1
5 1.6 15 8.004087507637754 4.433798923734117 2 -1
5 1.6 16 9.594937040340248 2.1744360769237923 2 -1
5 1.6 18 8.569972702943653 4.289558532747193 2 -1
5 1.6 20 10.048895461451949 3.6946515923950165 2 -1
5 1.6 21 11.519783224267508 3.1745425489886308 2 -1
5 1.6 22 11.446380019524607 3.6935544020244824 2 -1
5 1.6 23 11.594635151831643 1.9742335324274403 2 -1
5 1.6 24 12.515027950186667 1.4594603319396147 2 -1
5 1.6 25 11.745537175724127 1.479427314219124 2 -1
5 1.6 26 13.03801701363755 2.5333037599199426 2 -1
5 1.6 27 13.672871021437354 3.404135103843576 2 -1
5 1.6 28 13.162786321038107 3.38630057746724 2 -1
5 1.6 29 13.208980389690883 4.259241913628153 2 -1
5 1.6 30 12.991347693307986 3.83930020109649 2 -1
5 1.6 37 14.434308038886675 4.601957034298335 2 -1
5 1.6 38 14.878234903275139 3.3395448283367153 2 -1
5 1.6 39 14.80998248637907 4.157571301822863 2 -1
5 1.6 40 15.402468407148218 3.4965042171294227 2 -1
5 1.6 43 16.56633842085334 1.709158364471601 2 -1
5 1.6 44 16.30479441959079 2.886459563091454 2 -1
5 1.6 45 16.507488986514375 3.531433485836256 2 -1
5 1.6 50 20.365427406006752 2.833836744624289 2 -1
5 1.6 52 17.50630685535171 2.599636595014161 2 -1
5 1.6 53 17.600033775404878 3.2473455967286795 2 -1
5 1.6 55 17.358441268734527 4.542808153024596 2 -1
5 1.6 60 18.601029872403327 4.246794610152162 2 -1
5 1.6 61 7.102776658104402 6.9842856406205085 2 -1
5 1.6 63 7.279230812074334 8.65368046085319 2 -1
5 1.6 64 7.362225533628811 6.398423516918985 2 -1
5 1.6 65 7.177760396378881 7.9930601057882935 2 -1
5 1.6 67 9.846864024536142 6.530095581694006 2 -1
5 1.6 69 11.090403467780687 6.357798735976409 2 -1
5 1.6 76 12.656711037128181 7.236765983893387 2 -1
5 1.6 77 10.676030523217674 5.744622957602196 2 -1
5 1.6 78 12.938292803909786 6.704999941690209 2 -1
5 1.6 80 10.29998479274705 6.288398531541263 2 -1
6 2.0 3 5.743508476765747 2.3936426670485575 2 -1
6 2.0 6 5.041270662340427 1.7751177886695078 2 -1
6 2.0 8 5.167064404328429 1.3460278243346973 2 -1
6 2.0 19 7.521082328417052 3.826144825977139 2 -1
6 2.0 31 15.658957308365475 4.002700317321856 2 -1
6 2.0 33 14.157647643371021 3.7771047436010283 2 -1
6 2.0 41 16.42825412514538 4.6437272527097315 2 -1
6 2.0 42 16.565001723139588 4.143826047531502 2 -1
6 2.0 43 16.55567035929445 2.410929437750047 2 -1
6 2.0 47 19.331194132335252 4.32594751186935 2 -1
6 2.0 49 17.57680284926445 3.754571948341299 2 -1
6 2.0 51 18.225912752964042 3.79194854080033 2 -1
6 2.0 56 19.68334344553904 3.8272780736492185 2 -1
6 2.0 57 20.44247045073358 3.575847725590425 2 -1
6 2.0 58 18.653894146575194 4.724461846569675 2 -1
6 2.0 62 6.8857030574868165 7.4741128202673455 2 -1
6 2.0 66 8.6592955059491 6.01694367388758 2 -1
6 2.0 73 8.62420920965898 6.650933794414168 2 -1
6 2.0 74 7.873228754763034 8.586623997179915 2 -1
6 2.0 79 11.597265915729437 5.926968138463216 2 -1
7 2.4 2 6.001853187090736 3.258598617924771 2 -1
7 2.4 3 4.895480831430315 2.3650523492247433 2 -1
7 2.4 4 5.441011834996678 3.6643688380501005 2 -1
7 2.4 5 6.015833196276396 1.7343202062713279 2 -1
7 2.4 7 4.780428518447016 3.4727665055291967 2 -1
7 2.4 8 4.341604914179132 1.3618721990071236 2 -1
7 2.4 9 4.409628002142164 2.1954425678783003 2 -1
7 2.4 10 4.602597140197505 3.031236392167122 2 -1
7 2.4 11 9.971538714192038 0.7434538510961036 2 -1
7 2.4 12 6.653453812018506 4.343390470956296 2 -1
7 2.4 13 6.41506959353032 2.174173669439717 2 -1
7 2.4 14 9.020511389748593 3.635838937260362 2 -1
7 2.4 15 7.212831709486017 4.462935675299199 2 -1
7 2.4 16 9.745347832339245 2.906454442046509 2 -1
7 2.4 18 7.774136002570946 4.284758826786996 2 -1
7 2.4 19 6.706695103206286 3.7695083832215617 2 -1
7 2.4 20 9.419909671086872 4.104212273645301 2 -1
7 2.4 21 10.745429270535718 3.2080247025203676 2 -1
7 2.4 22 10.687308628021373 3.891713289972903 2 -1
7 2.4 23 10.849874043454424 1.8413256451100615 2 -1
7 2.4 24 11.7438165266658 1.4801598716461102 2 -1
7 2.4 25 11.001907998295186 1.406886380685495 2 -1
7 2.4 26 12.315439590325479 2.6063611068229875 2 -1
7 2.4 27 12.916096484680878 3.50867967758564 2 -1
7 2.4 28 12.43962704659003 3.4229026507230103 2 -1
7 2.4 29 12.450036890854108 4.482657576066391 2 -1
7 2.4 30 12.260295034962127 3.952221668635811 2 -1
7 2.4 31 15.065719083864598 4.563358698382033 2 -1
7 2.4 32 14.870102486224235 0.7404042881328673 2 -1
7 2.4 33 13.327712995168833 3.8748077605021467 2 -1
7 2.4 34 16.354399027970544 2.830713983702317 2 -1
7 2.4 35 15.838832885046688 3.1106476690352194 2 -1
7 2.4 36 15.93845446217444 2.4333258339082002 2 -1
7 2.4 37 13.705020638141441 4.618730641849371 2 -1
7 2.4 38 14.765482553958654 4.101536670382792 2 -1
7 2.4 39 14.110577130632024 4.436252884072037 2 -1
7 2.4 41 15.727457286022199 5.098376489519241 2 -1
7 2.4 42 15.974246782174031 4.699050491732531 2 -1
7 2.4 44 16.0246314730677 3.584968797192748 2 -1
7 2.4 45 16.122160557807362 4.193979738439226 2 -1
7 2.4 47 18.69388891444507 3.800574087353957 2 -1
7 2.4 48 18.558225003762924 0.7329477748322175 2 -1
7 2.4 49 16.764351009038663 3.8780560006153557 2 -1
7 2.4 50 20.97062036782977 3.263557834331191 2 -1
7 2.4 51 17.38346899367521 3.844165317422463 2 -1
7 2.4 52 17.287041892810194 3.3550061099025923 2 -1
7 2.4 53 16.895135664493377 3.0741165300820814 2 -1
7 2.4 54 18.035591721773603 0.7449712178899448 2 -1
7 2.4 55 16.760682666976912 4.987893120966091 2 -1
7 2.4 56 18.969212229238362 4.243457564596832 2 -1
7 2.4 58 17.812462479315037 4.728049694500735 2 -1
7 2.4 60 17.82828884758158 4.1923183676969815 2 -1
7 2.4 61 6.32444645341517 7.07069146150617 2 -1
7 2.4 62 6.0759220543955506 7.647383683715243 2 -1
7 2.4 63 6.524043994449033 8.590064614047954 2 -1
7 2.4 64 6.640569920603907 6.309748749941577 2 -1
7 2.4 65 6.390159864988244 7.957627603377204 2 -1
7 2.4 66 7.8384458744296355 6.075279477320066 2 -1
7 2.4 67 9.049759504970034 6.42695311095755 2 -1
7 2.4 68 8.89042159539288 9.328603179320151 2 -1
7 2.4 69 10.321115719154395 6.585804901165812 2 -1
7 2.4 72 10.192541706961094 6.032018154072319 2 -1
7 2.4 73 7.811165216004013 6.672376459404027 2 -1
7 2.4 74 7.068708898946404 8.645607897366405 2 -1
7 2.4 75 9.498382625811354 9.309406332704437 2 -1
7 2.4 76 12.312070205148911 6.533928193854483 2 -1
7 2.4 77 9.91807285202762 5.662742467628024 2 -1
7 2.4 78 12.434660229203766 6.098964399480096 2 -1
7 2.4 79 10.788588017020238 5.885022481598209 2 -1
7 2.4 80 9.59330204810204 6.076455247829235 2 -1
8 2.8 2 5.237809680300811 3.255500769231711 2 -1
8 2.8 4 4.647163334504284 3.666968910869236 2 -1
8 2.8 5 5.268369221199559 1.8028927495099631 2 -1
8 2.8 6 4.737044895370655 1.175302876031687 2 -1
8 2.8 7 4.054537303878689 3.5589948698082723 2 -1
8 2.8 9 3.617140954790378 2.0715343896717893 2 -1
8 2.8 10 3.8092725438626656 3.0143556794341455 2 -1
8 2.8 11 9.612803377703958 1.42867162685926 2 -1
8 2.8 12 5.8720873640030895 4.273139188097177 2 -1
8 2.8 13 5.655413223109576 2.2287722261823597 2 -1
8 2.8 14 8.322105102793488 3.8157052294428526 2 -1
8 2.8 15 6.423981494467181 4.394744571295494 2 -1
8 2.8 16 9.462197940594406 3.5980471198790505 2 -1
8 2.8 17 9.359710041766231 0.7377624605221869 2 -1
8 2.8 18 6.985433438168053 4.3911888777205785 2 -1
8 2.8 20 8.678139220500553 4.218840693962198 2 -1
8 2.8 21 9.984153723711506 3.3536428403764518 2 -1
8 2.8 22 9.902868748328746 3.9022203076005577 2 -1
8 2.8 23 10.215309122401933 2.253224875544012 2 -1
8 2.8 24 10.972637668327778 1.4582806768344239 2 -1
8 2.8 25 10.284540400205989 1.6157649812488581 2 -1
8 2.8 26 11.59581101397332 2.70429077910972 2 -1
8 2.8 27 12.200164473935999 3.775285422783833 2 -1
8 2.8 28 11.718147990067294 3.4842786964245187 2 -1
8 2.8 29 11.675223448311739 4.6425760612548315 2 -1
8 2.8 30 11.537572423835506 4.109896252738962 2 -1
8 2.8 32 14.06776538452204 0.7103054502248342 2 -1
8 2.8 34 15.78070698729153 3.33763036014435 2 -1
8 2.8 35 15.775246197535255 3.8716500945170917 2 -1
8 2.8 37 12.982885061139504 4.515475253495576 2 -1
8 2.8 38 13.99743223121273 4.042856508905135 2 -1
8 2.8 39 13.410806042494013 4.714014832759579 2 -1
8 2.8 40 14.651757475264231 3.4908906674265356 2 -1
8 2.8 44 15.272277589902666 3.5657318219686736 2 -1
8 2.8 45 15.36280841350337 4.089913145581654 2 -1
8 2.8 50 20.31981170558209 3.6204427193044673 2 -1
8 2.8 52 16.514649375375296 3.503565952497067 2 -1
8 2.8 55 16.246372828709923 5.527245848709714 2 -1
8 2.8 57 19.746411334659726 3.659409601431401 2 -1
8 2.8 60 17.10566729648912 4.471449960913034 2 -1
8 2.8 61 5.542542431323885 7.114165288712628 2 -1
8 2.8 63 5.76618247551479 8.589910996147749 2 -1
8 2.8 64 5.916628958506272 6.242224520912304 2 -1
8 2.8 65 5.601765362254437 7.959669008050133 2 -1
8 2.8 67 8.252189064558591 6.526428620326614 2 -1
8 2.8 68 8.568886305070842 8.648907168213269 2 -1
8 2.8 69 10.036138172354313 5.835752736732769 2 -1
8 2.8 72 9.424070378364052 6.12684371087926 2 -1
8 2.8 75 8.702060529978409 9.350745941401751 2 -1
8 2.8 76 11.52966602001736 6.558462929695115 2 -1
8 2.8 77 9.16237082701836 5.562150741570837 2 -1
8 2.8 78 11.6472200580373 6.069590506986141 2 -1
8 2.8 80 8.860367997282886 5.992026969157512 2 -1
9 3.1999999999999997 3 4.055040144778455 2.248314413031852 2 -1
9 3.1999999999999997 6 4.065529923143194 1.1379011543411712 2 -1
9 3.1999999999999997 7 3.326995173875595 3.4880312505073565 2 -1
9 3.1999999999999997 8 3.5167219154203093 1.3965485950850083 2 -1
9 3.1999999999999997 14 7.60492717790768 3.8917252845492514 2 -1
9 3.1999999999999997 16 8.745123639379417 3.8084722604011256 2 -1
9 3.1999999999999997 19 5.918304500914995 3.5576723677443303 2 -1
9 3.1999999999999997 25 9.600474453256998 1.9162650990297894 2 -1
9 3.1999999999999997 26 10.946553356492991 3.029744313151032 2 -1
9 3.1999999999999997 28 10.994146902308033 3.495300171384681 2 -1
9 3.1999999999999997 30 10.80615859987301 3.999338280514704 2 -1
9 3.1999999999999997 31 14.250016331189157 4.593332529296332 2 -1
9 3.1999999999999997 33 12.53685315017972 4.144767211868212 2 -1
9 3.1999999999999997 37 12.272159058586618 4.679822495916035 2 -1
9 3.1999999999999997 41 14.98287035519871 5.477074840061418 2 -1
9 3.1999999999999997 42 15.210786851459513 4.971804076322987 2 -1
9 3.1999999999999997 43 16.106408533499025 2.9501513389287433 2 -1
9 3.1999999999999997 46 20.57546860137376 3.19549694008859 2 -1
9 3.1999999999999997 47 17.869601521748034 3.748368051517022 2 -1
9 3.1999999999999997 49 16.178594059076204 4.45443703727684 2 -1
9 3.1999999999999997 50 19.587365672767074 3.740615698765517 2 -1
9 3.1999999999999997 51 16.601597639103023 4.162151581630468 2 -1
9 3.1999999999999997 53 16.4718431302926 2.484444513798673 2 -1
9 3.1999999999999997 55 15.501269729911286 5.51183978420993 2 -1
9 3.1999999999999997 56 18.14695387344755 4.327600057504328 2 -1
9 3.1999999999999997 57 19.045427697359937 3.649269561907813 2 -1
9 3.1999999999999997 58 17.047026616383196 5.077517952084694 2 -1
9 3.1999999999999997 62 5.248661375773954 7.684904807019514 2 -1
9 3.1999999999999997 64 5.1920928783155995 6.30303164722808 2 -1
9 3.1999999999999997 66 7.016698578511755 6.031364045187323 2 -1
9 3.1999999999999997 73 6.999740149797573 6.727961398300812 2 -1
9 3.1999999999999997 74 6.266693636924247 8.558989086661395 2 -1
9 3.1999999999999997 79 10.20807349231181 6.44957741124909 2 -1
9 3.1999999999999997 80 8.125931693529381 6.062196569544964 2 -1
10 3.5999999999999996 2 4.4754194670104095 3.2051694706850964 2 -1
10 3.5999999999999996 3 3.2149475236212193 2.3675313640228506 2 -1
10 3.5999999999999996 4 3.8589852858468214 3.5722188938391475 2 -1
10 3.5999999999999996 5 4.524544957342269 1.9035409100547132 2 -1
10 3.5999999999999996 6 3.4329518795759633 0.9094799085961272 2 -1
10 3.5999999999999996 8 2.6972400272101664 1.2961302253420328 2 -1
10 3.5999999999999996 9 2.8206643232617776 1.9765926587224134 2 -1
10 3.5999999999999996 10 3.020764980896402 2.9254473178632927 2 -1
10 3.5999999999999996 12 5.09465026863066 4.16797107712023 2 -1
10 3.5999999999999996 13 4.913552534832042 2.4011135233446486 2 -1
10 3.5999999999999996 15 5.63233730430981 4.410047008702232 2 -1
10 3.5999999999999996 18 6.191437211096453 4.336883424647362 2 -1
10 3.5999999999999996 19 5.102017612148053 3.547186450441462 2 -1
10 3.5999999999999996 20 7.93236381651872 4.303588100548543 2 -1
